year,month,PCODE,division,rfh_monthly,rfh_avg_monthly,rfq_mean,r1h_monthly,r3h_monthly,rice_usd_per100kg,flour_usd_per100kg,palmoil_usd_per100kg,ext_debt_total_usd,ext_debt_pct_gni,debt_service_pct_exports
2014,8,BD40,Khulna,283.08618,102.69767200000001,90.48495533333333,789.93157,922.0402,0.42,0.46,1.01,35270692354.7,19.1263744321957,6.13466573895137
2014,8,BD45,Mymensingh,517.2058,146.46165333333332,114.21810666666666,1234.7519699999998,1376.0324666666666,,,,35270692354.7,19.1263744321957,6.13466573895137
2014,8,BD50,Rajshahi,280.48142,94.59146866666667,95.348,634.6485700000001,809.3256333333334,0.42,0.45,0.99,35270692354.7,19.1263744321957,6.13466573895137
2014,8,BD55,Rangpur,386.561637,133.21290000000002,95.24168200000001,984.93494,1149.3356666666666,,,,35270692354.7,19.1263744321957,6.13466573895137
2014,8,BD60,Sylhet,642.84197,198.39187333333334,107.61153433333334,1822.6186,2009.0211666666667,0.43,0.49,1.15,35270692354.7,19.1263744321957,6.13466573895137
2014,9,BD10,Barisal,542.127817,111.95932900000001,81.34019516666667,2003.06692,1372.94935,0.45,0.46,0.99,35270692354.7,19.1263744321957,6.13466573895137
2014,9,BD20,Chittagong,356.392,115.46336666666666,101.55274666666666,1253.27304,1631.6217,0.46,0.46,1.01,35270692354.7,19.1263744321957,6.13466573895137
2014,9,BD30,Dhaka,283.27209700000003,98.65712,96.15282,909.5179499999999,959.97195,0.45,0.47,0.98,35270692354.7,19.1263744321957,6.13466573895137
2014,9,BD40,Khulna,188.488378,90.97440366666666,70.80924900000001,653.14773,880.9435266666666,0.42,0.47,0.93,35270692354.7,19.1263744321957,6.13466573895137
2014,9,BD45,Mymensingh,496.16097499999995,127.37127,132.57796,1420.01584,1367.4820333333334,,,,35270692354.7,19.1263744321957,6.13466573895137
2014,9,BD50,Rajshahi,226.804951,78.71298533333334,95.82265833333334,741.33593,791.4643966666667,0.43,0.45,0.92,35270692354.7,19.1263744321957,6.13466573895137
2014,9,BD55,Rangpur,469.66609,119.10978166666666,133.21871333333334,1316.66435,1156.8699,,,,35270692354.7,19.1263744321957,6.13466573895137
2014,9,BD60,Sylhet,822.3228,170.71455333333333,160.42170666666667,2165.5034100000003,2083.6358,0.43,0.49,1.12,35270692354.7,19.1263744321957,6.13466573895137
2014,10,BD10,Barisal,152.8102753,67.42726266666666,46.79126683333334,979.51463,936.7320483333333,0.43,0.47,0.94,35270692354.7,19.1263744321957,6.13466573895137
2014,10,BD20,Chittagong,92.969554,76.56895,47.636884,603.5575699999999,1150.7728666666667,0.46,0.47,0.96,35270692354.7,19.1263744321957,6.13466573895137
2014,10,BD30,Dhaka,85.946134,58.510145,60.54964033333334,522.15194,775.9250099999999,0.46,16.745,0.96,35270692354.7,19.1263744321957,6.13466573895137
